CustomerName,CustomerNumber,Inactive,Address1,Address2,Address3,City,State,Zip,Country,Phone,Email,Website,Division,TermsCode,PriceGroupCode,SalesAgentCode,TradeClass,TaxCode,Warehouse,BillingNumber,Currency,TaxExempt,PriceRemark,GeneralRemark,ShippingRemark,SpecialRemark1,SpecialRemark2,SpecialRemark3,SpecialRemark4,SpecialRemark5,SpecialRemark6,SpecialRemark7,SpecialRemark8,SpecialRemark9,SpecialRemark10,CreditOption,CreditLimit,CreateDate,UpdateDate,Truck,RemainingShelfLife,ShelfLifeUnit,ShelfLifeBasis,CustomFields
Aldrich Chemical  (USE 12010),0005004,False,"c/o Sigma-Aldrich Corp.,",Accounts Payable,PO Box 775160,Saint Louis,MO,63177,USA,(414) 438-3850,,,1,AR10,C,0000,,100,,,,,,,,"****NO NEED TO CHECK WITH MARK ON CREDIT****

All order confirmations need to be e-mailed to aldrichorderacknowledgement@sial.com NOT to the purchasing agent.

Email invoice to:  na.invoices@milliporesigma.com

They no longer have an account with UPS. All",,,"11/10/06  Faxed 315762 to Ginny (a/P) @ 414-438-4200             
2/6/07  Faxed 321097 to Ginny.                      
3/1/07  Ginny will ask Carry ? about receiving status of 321097                                           3/12/07  Ginny said 321097 to be paid tomorrow.        
8/17/07  Faxed 334022, 336376 to Ginny.        Ginny said 334022 being tested, 336376
               to be paid 8/21.                
9/25/07  Left message for Carol Wondra re 334022.            
9/27/07  Left message for Carol again.            
10/4/07  Carol said mtl rejected for 334022.  Let Jamie know to contact Rachel.    
10/31/07  Faxed reminder of 338477 to Ginny.   Mary Alice Morrison said pd 11/1.       
7/14/08  Faxed reminder of 353404 to Ginny/Mary Alice.                                                     
7/31/08  Wilma said 353404 was rejected on 6/6/08.  Will advise sales.                             
9/22/08  Left message for Cynthia Henning re 358024, 353404           
9/26/08  Cynthia said both orders rejected.  she will check status & call back.      
10/31/08  Sent email again to Cynthia re 353404.                 
11/18/08  Left message for Cynthia re 353404          
12/17/08  Carol Wondra  said she will call back by tomorrow re 353404.            
12/17/08  Tom? left message re 353404.  Gave message to Diane to handle.   
8/20/09     Pam in A/P said pmt error made with CM 379639.  Will issue check for short
                   payment next week.           314-771-5765              
9/11/09  Pam said check will now be issued 10/1/09 for their pmt error above.          
8/26/10    Pam said Ck 995511 was issued 8/2 for 401122 & 401276.  Ck lost in mail.
                 She will try to reissue pmt. next week.  Call next Friday 9/3.       
7/25/11    Mattie (A/P) said needed to talk to Kelly (buyer) re 415422 which was a 
                  shipment lost by UPS.  Freight is responsibility of Aldrich.  Left message for Kelly
                  Kelly left message saying they never rec'd product.
10/27/11   Sent Kelly email offering to split the outstanding invoice 415422.                

2/9/12  A/P said 431053 did not have a valid PO in system.  Contact Kelly at Aldrich.
2/9/12  Sent email to Kelly re 431053.   She is investigating.            
3/5/12  Sent follow up email to Kelly re 431053.            
3/22/12  Sent add'l info to Kelly.  431053 replaces 415422 which was lost by UPS Frt.                                                                                                                                                                     
Typical analysis in lieu of C/A's are acceptable per Joan Laehn - 14 NOV 2012
                    
****NO NEED TO CHECK WITH MARK ON CREDIT****

All order confirmations need to be e-mailed to aldrichorderacknowledgement@sial.com NOT to the purchasing agent.

Email invoice to:  na.invoices@milliporesigma.com

They no longer have an account with UPS. All shipments must go FedEx Air, 
unless it is LTL.
FedEx Acct No.:  1582 9858 9

DHL Acct No.:  134911385

Purchasing Contact for all POs should be Joan Laehn.  Email: joan.laehn@sial.com

Each product container must be marked with the gross weight, tare weight and net weight.

Aldrich purchase order number _________ and part number ________ must appear on packing list and each container.  (SALES:  Include the Aldrich part number on the line item on the sales order)

Fax tech data which should include:
Aldrich Part No. _________
Aldrich PO No. _________
to (414) 438-4229, Attn: Quality Control

Fax MSDS to (414) 438-4227  or to  vendormsds@sial.com, Attn: Compliance Group. Include PO No __________ on MSDS  

Fax tracking number for shipment to purchasing [agent's name] on PO at (414) 438-4227
                                          
If Aldrich is ordering Code 90243 sell themC2653 - Mag Fluoride.

For code 11640 BERYLLIUM OXIDE...needs to be packaged in 100 gm units as per P/O instructions.

Pack C2653, Magnesium Fluoride in 100 Kg units",,,,,,,,25000.0,2024-01-10T15:50:33.32-05:00,2025-01-08T16:26:40.44-05:00,,,0,0,{}
0005006,0005006,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:12.103-05:00,2025-02-06T14:42:12.103-05:00,,,0,0,{}
"Verdesian Life Sciences, LLC",0005010,False,1001 Winstead Drive,Suite 480,,Cary,NC,27513,USA,(801) 746-4154,elda.deayala@vlsci.com,,1,AR10,C,0000,,100,,,,,,,,"Preferred carrier -- FedEx Freight Priority unless small orders or poison packaging charges applicable.  Please verify with purchaser per order.

Ammonium Metavanadate:  Ship by truck (not UPS) to avoid poison packaging & hazard fees.

UPS Acct. No. 72E-6",,,"9/28/09  Faxed balance due reminder re 381036.    
9/30/10  Faxed balance due reminder re 403201, 403817, 405346, 405500.        
1/13/11  Per Carla Webb, Controller, agreed to $10K credit limit w/net 10.            
9/5/23 emailed ref 625364 & 625749
10/23/23 emailed ap M.Boyce & Nick ref 625749 & 626739
11/7/2023 Placed on credit hold for late payments
11/16/23 emailed ap ref 625749 and ap requested a copy
11/16/23 ap asked for invoice copy
12/11/23 emailed ap ref 625749
MC Acct No. 5466-1600-6008-5493
Exp. 09/10
Cardholder Name:  Marian K. Baughman

Note:  Verify with customer before charging credit card -- may apply charges to another card (02/22/08 LR)


                                                                       
         
          
                                               
                                               
Preferred carrier -- FedEx Freight Priority unless small orders or poison packaging charges applicable.  Please verify with purchaser per order.

Ammonium Metavanadate:  Ship by truck (not UPS) to avoid poison packaging & hazard fees.

UPS Acct. No. 72E-6E4
FedEx Acct. No. 1146-8056-7  

Do not use packing peanuts for any product / shipment -- use bubble wrap.

Email SDS to mboyce@cytozyme.com      

Email tracking number to Russ Lightel at russ.lightel@vlsci.com and the buyer

Email invoice to  cytozyme.ap@vlsci.com

Cytozyme Part No must be on all shipping documents and product labels:
     Code 13225 --- Cytozyme Part No. 1010022
     Code 90833 --- Cytozyme Part No. 1010087
     Code 12200 --- Cytozyme Part No. 1010095
     Code 13781 --- Cytozyme Part No. 1010098
     Code 14894 --- Cytozyme Part No. 1010037
     Code 13734 --- Cytozyme Part No. 1010160
     Code 13781 --- Cytozyme Part No. 1010098
     Code 14993 --- Cytozyme Part No. 1010143",,,,,,,,10000.0,2024-01-10T15:50:34.043-05:00,2025-01-08T16:26:40.503-05:00,,,0,0,{}
"Current, Powered by GE",0005015,False,Current Lighting Solutions,PO Box 982490,,El Paso,TX,79998,USA,(217) 258-9322,,,1,AR89,C,0000,,100,,,,,,,,"FedEx Acct No.:  1120-8842-3
Burlington Acct No.:  250-183-474
FedEx Acct No. (Cleveland):  1970-3946-9

GE is no longer using SupplierNet and now invoices should be emailed.  

Email invoice to:  AP-E60@GEcurrent.com

P.O. Number and Part No. must be on",,,"To inquire on invoices email:  AP@LED.com


6/3/20  Emailed 575798 to AP@LED.com
6/30/20  Emailed 575798 to GEPays_BID105141@ge.com and AP@LED.com
               Also copied buyer, Ray Noonan, on email.
7/22/20  Emailed Ray Noonan for help re 575798 ray.noonan@ge.com, 
                ray.noonan@gecurrent.com
8/20/20  Rec'd email stating billing entity did not match PO.  Sales will handle.
FedEx Acct No.:  1120-8842-3
Burlington Acct No.:  250-183-474
FedEx Acct No. (Cleveland):  1970-3946-9

GE is no longer using SupplierNet and now invoices should be emailed.  

Email invoice to:  AP-E60@GEcurrent.com

P.O. Number and Part No. must be on the tech data and bill of lading

G.E. Ivanhoe - Code C2781, Calcium Nitrate - Pack in 50 or 100 lb drums.

Call G.E. Routing center @ (800)958-5785 or email them at Routing.Center@GE.com  for carrier instructions and routing number.  The routing number must be noted on the bill of lading.",,,,,,,,200000.0,2024-01-10T15:50:34.703-05:00,2025-01-08T16:26:40.55-05:00,,,0,0,{}
Praxair Surface,0005023,False,"Technologies, Inc.",Attn: Invoice Auditor,PO Box 24184,Indianapolis,IN,46224,USA,(845) 398-8448,bob_kelly@praxair.com,,1,AR10,C,0000,,100,,,,,,,,"UPS Acct. No. 143 429  

If the order is hazardous and it's going UPS collect, they will need to add the $10 haz fee to their PO or they will not pay it.

P.O. No. must be on all labels and paperwork

Tech data must indicate the method of analysis

Must b",,,"11/10/06  Main phone is (317)240-2500.  Pam said ck 322049 issued 11/6 for 316268.  
8/25/08  Sent email to Janice Martini re 356209 as main phone # does not reach operator
                or A/P.       
9/4/08  Faxed PO & 356209 to Janice Martini                            
12/18/08  Faxed 363524, 364800 to Robert Kelly.   
12/19/08  Janice called. Said Praxair holds payments until 12/31 for year-end.                    
6/4/09  Sue in A/P out until 6/8.  Need to call back re 373721.      
6/9/09   Left message for Sue Dillian in A/P re 373721.  Faxed inv to R. Kelly.       
6/11/09  Left message for Mark Preddy @ 845-398-8243 per Sue's request.        
4/5/10  Sent email to Darryl Draper re 390375, 391398.                   
5/4/10  Left message for Sue re 392861 short pay.        
5/4/10  Sue said ck to be mailed 5/6 for bal due.  They pay off of receivers, not invoices.
4/20/12  Credit memo pending for 433583  
5/17/12  Re 437345, Sue said pmt is 12/9/12.  They pay from receiver date, N45.                               
10/30/12  Left message for Sue re 446101.        
12/13/12  Left message for Sue re 446101.        
12/14/12  Sue said ck to be issued 12/28/12.                                                                                                                                                                                        
C/A's not required - 11/6/2012   Bob Kelly
     
UPS Acct. No. 143 429  

If the order is hazardous and it's going UPS collect, they will need to add the $10 haz fee to their PO or they will not pay it.

P.O. No. must be on all labels and paperwork

Tech data must indicate the method of analysis

Must be packed in plastic bottle or pail",,,,,,,,50000.0,2024-01-10T15:50:35.3-05:00,2025-01-08T16:26:40.613-05:00,,,0,0,{}
"Brenntag Mid-South, Inc.",0005026,False,Accounts Payable Department,P.O. Box 20,,Henderson,KY,42419-0020,,(270) 830-1200,hstinchcomb@brenntag.com,,1,AR45,C,0000,,100,,,,,,,,"When shipping to Eagle Picher, include P.O. number on the packing list

Exception to orders:  If PO lists UPS then send order collect even if PO indicates PPA (Patrick/LR 01/2009)

UPS Acct. No. 410-972

Ship only one lot per release

List Brenntag's prod",,,"6/8/18   Sent an email concerning past due invoice 549200. I am going to put the 
               account on credit hold.
6/8/18    Received a quick from Response saying that the unpaid invoice was paid 
             on 6/4/18. Hope to receive the check next week. 785046 paid on check 
              number 529982 date 06/04
4/22/19 Contacted Brenntag about invoice 562796 LDeSimone@brenntag.com
7/15/19 Contacted Brenntag about the invoice
7/16/19  mid-southapinvoice@brenntag.com  KRoland@brenntag.com Kittye Roland
               is the contact person for payment information.
7/18/19 Contacted Dara Fossum the buyer to find out who the AP contact is. 
              dfossum@brenntag.com
7/18/19 Kittye Roland said the invoice was paid with check nubmer 595129 dated 7/15/19 Should receive this check soon. 

2/10/20  Emailed 574060, 569176 to mid-southapinvoice@brenntag.com
9/14/20  Emailed 583113 to AP.  Kittye Roland said check issued 9/9/20

When shipping to Eagle Picher, include P.O. number on the packing list

Exception to orders:  If PO lists UPS then send order collect even if PO indicates PPA (Patrick/LR 01/2009)

UPS Acct. No. 410-972

Ship only one lot per release

List Brenntag's product number under product description

Tech data must Include date of manufacture

Include Purecoat International PO No. on the product label and shipping documents

FedEx Freight 3rd Party Billing:
Brenntag Midsouth
Accts Payable Dept.
PO Box 20
Henderson, KY 42419-0020 

Email tracking number to Kristan Crook at kcrook@brenntag.com 

Email tech data sheet to Yvonne Belton at ybelton@purecoat.com

Email invoice to mid-southapinvoice@brenntag.com

Include ME No. _____ on all paper work",,,,,,,,70000.0,2024-01-10T15:50:35.983-05:00,2025-01-08T16:26:40.66-05:00,,,0,0,{}
Sigma-Aldrich (USE 12010),0005030,True,.,,,Saint Louis,.,.,,(800)521-8956,,,1,AR10,C,0000,,100,,,,,,,,"Effective 11/01/08:
Preferred carrier:  UPS
Secondary carrier:  FedEx
Disregard instructions to use DHL

St. Louis	
UPS # 664982	
FEDEX # 0630-0206-2

Milwaukee
UPS # R5102A	
FEDEX # 158298589

Bellefonte
UPS # 1882203
FEDEX # 16600326

Fax C of A attn: A",,,"Effective 11/01/08:
Preferred carrier:  UPS
Secondary carrier:  FedEx
Disregard instructions to use DHL

St. Louis	
UPS # 664982	
FEDEX # 0630-0206-2

Milwaukee
UPS # R5102A	
FEDEX # 158298589

Bellefonte
UPS # 1882203
FEDEX # 16600326

Fax C of A attn: Analytical Services at appropriate location: Milwaukee fax 414-438-4229 or Sheboygan fax 920-459-4911 Reference P.O. No. and Aldrich Part No.

Reference P.O. No on MSDS

Label each container with purchase order number, Sigma product number and gross, net and tare weights.

All material must be provided from one lot unless authorized by buyer.",,,,,,,,10000.0,2024-01-10T15:50:36.713-05:00,2025-01-08T16:26:40.723-05:00,,,0,0,{}
Fisher Scientific Company,0005031,False,Chemical Division,One Reagent Lane,,Fair Lawn,NJ,07410,USA,(201)796-7100,,,1,AR30,C,0000,,100,,,,,,,,"UPS Acct. No. 067 444

Shipments must arrive within 5 days before or after their documented required delivery date.

Use only one lot number per shipment.

(If it's not already included in the product description) Put Fisher Part Number on the invoice and",,,"3/2/11      email 412463 to Linda Nichols @  linda.nichols@thermofisher.com                                                                           
UPS Acct. No. 067 444

Shipments must arrive within 5 days before or after their documented required delivery date.

Use only one lot number per shipment.

(If it's not already included in the product description) Put Fisher Part Number on the invoice and product labels

Code C2283, Copper (I) Chloride: 
Submit a Request for Internal Test for each shipment to verify there are no dark specs in the material

The following must appear on product labels and all shipping papers
  PO No
  Country of Origin: USA

Material must be shipped on new hardwood pallets (verify with PO)  (Truck shpts)",,,,,,,,15000.0,2024-01-10T15:50:37.503-05:00,2025-01-08T16:26:40.77-05:00,,,0,0,{}
"Ted Pella, Inc.",0005033,False,P.O. Box 492477,,,Redding,CA,96049,,(530)243-2200,jessica_lockhart@tedpella.com,,1,AR10,C,0000,,100,,,,,,,,"FedEx Acct No.:  0900-2745-0

< 10 lb Ship FedEx Express (3rd Day)
Between 10 - 150 lbs ship FedExGround
Over 150 lb or ""65"" Girth call Ex 221 for instructions:",,,"FedEx Acct No.:  0900-2745-0

< 10 lb Ship FedEx Express (3rd Day)
Between 10 - 150 lbs ship FedExGround
Over 150 lb or ""65"" Girth call Ex 221 for instructions:",,,,,,,,3000.0,2024-01-10T15:50:38.237-05:00,2025-01-08T16:26:40.817-05:00,,,0,0,{}
0005035,0005035,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:12.12-05:00,2025-02-06T14:42:12.12-05:00,,,0,0,{}
University of Washington,0005036,False,Accts.Payable-Central Store,4515 25th Ave. NE,,Seattle,WA,98105,,(206)685-1400,,,1,AR10,C,0000,,100,,,,,,,,,,,,,,,,,,,5000.0,2024-01-10T15:50:38.94-05:00,2024-01-10T15:50:38.94-05:00,,,0,0,{}
"Wilkem Scientific, Ltd.",0005039,False,P.O. Box 301,,,Pawtucket,RI,02862,,(401) 723-1840,,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct. No. 102 642
FedEx Acct. No.: 1388-75-56-3
Yellow Acct. No.: 549996
UPS Freight No. 37417096

When drop shipping, Fax Tech Data to (401) 724-8760

On blanket order releases Wilkem will use same PO as blanket.  Add line under product description i",,,"10/12/10  Told Karen to pay in N30 in future.  Orders will be put on hold otherwise.             12/16/10  sent email to Fran Wilkie re 408085.  Told to pay N30 in future.                           
12/16/10  Rec'd email from Sue Ballou who replaced Karen.  She will pay on time.   
5/4/12  Sent email re 437675
6/7/12  Sue said ck for 440546 to be sent today.  Order released.
10/25/12  Sent email to Sue re 446288, 446332.
1/27/15  Sent email to Fran re 488319, 490299.  Will put on cash in advance
                if unable to pay in 30 days.
                                                                                                                                            
AMX
3787 506475 02024
Name: Frances A. Wilkie
Exp: 04/2015
Pin: 3862
CC Billing Address: 248 Pine St., Pawtucket, RI  02860
              
UPS Acct. No. 102 642
FedEx Acct. No.: 1388-75-56-3
Yellow Acct. No.: 549996
UPS Freight No. 37417096

When drop shipping, Fax Tech Data to (401) 724-8760

On blanket order releases Wilkem will use same PO as blanket.  Add line under product description identifying which release (e.g.: Blanket PO Release No. _____________ Release 1).",,,,,,,,1000.0,2024-01-10T15:50:39.687-05:00,2025-01-08T16:26:40.88-05:00,,,0,0,{}
Evonik Corporation,0005041,False,P.O. Box 868,Attn: Accounts Payable,,Theodore,AL,36590,,(251) 443-4000,bobby.marcet@evonik.com,www.evonik.com,1,AR30,C,0000,,100,,,,,,,,"Preferred shipping: FedEx Freight Economy - PPA

Gross and net amounts must be stated on the invoice.

Line item number must be on the invoice

The invoice must contain the Evonik contact name that authorized the purchase of goods or requested the Service

P.O. Number must be on all documents

Email invoices to:  US-Invoice@Evonik.com

Email SDS to Dwayne Gruel at dwayne.gruel@evonik.com and John Sims at john.sims@evonik.com or fax to (251)443-4126, Attention: Safety Manager.",,,"4/27/15  Tiia Bush emailed that she would pay frt charge on 494193.
6/3/15  Sent email to Tiia for follow up on 494193.    
7/11/19 Sent email to US-Invoice@Evonik.com gfs-ap-americas-us@evonik.com
7/15/19 Evonik asked for a copy of the invoice that is currently due.
2/14/22 emailed us-invoice@Evonik.com ref to freight balance inv B-0598458
5/18/22 emaile ap ref 605861
5/20/22 emailed ap ref frt balance 598458
7/8/22 emailed ref 605861


Preferred shipping: FedEx Freight Economy - PPA

Gross and net amounts must be stated on the invoice.

Line item number must be on the invoice

The invoice must contain the Evonik contact name that authorized the purchase of goods or requested the Service

P.O. Number must be on all documents

Email invoices to:  US-Invoice@Evonik.com

Email SDS to Dwayne Gruel at dwayne.gruel@evonik.com -OR- John Sims at john.sims@evonik.com or fax to (251)443-4126, Attention: Safety Manager (verify on PO)",,,,,,,,25000.0,2024-01-10T15:50:40.47-05:00,2025-03-07T16:56:35.06-05:00,,,0,0,{}
All Metals Processing,0005042,False,8401 Standustrial  Ave.,,,Stanton,CA,90680,USA,(714) 828-8238,bcervantes@allmetalsprocessing.com,,1,AR07,C,0000,,100,,,,,,,,,,,"2/7/20  Emailed Eddie de la Cruz, buyer, re 572564.  Eddie forwarded email to AP
2/27/20  Emailed Eddie again re 572564.  Elaine ""ElaineC@amp-oc.com"" is the 
               AP person.  She said check to issue 3/6/20.
3/11/20  Emailed Eddie, Elaine re 572564
IMPORANT:  Before proceeding with the order.  Review the PO and if it has a requirement to meet AMP Quality Codes for Suppliers - send the following email to the buyer and wait for confirmation of the waiver:

For us to proceed with your order, we will need a waiver of your AMP Quality Code Q305 - Right of Entry and Code Q408 - Supplier Records Retention.  Each of these has already been discussed with Bob Sheppard in March 2016.

After we received your written waiver we will further process your order for shipment.

--------------

PO Number must appear on all related correspondence, product labels, shipping papers and invoices

Tech Data Sheet must have Date of Manufacture and Retest Date.",,,,,,,,5000.0,2024-01-10T15:50:41.217-05:00,2025-01-08T16:26:40.973-05:00,,,0,0,{}
